gene_id,tSNE1,tSNE2,DGI_label,DGI_sub_label,Kmeans_label,Kmeans_subcel_label,HC_label,Sig0alP,tmhmm,SwissProt_ID,SwissProt_Description,Blue1,Blue2,Blue3,Dark1,Dark2,Dark3,Yellow1,Yellow2,Yellow3,query_ko,pathway_count,level1_pathway_id,level1_pathway_name,level2_pathway_id,level2_pathway_name,level3_pathway_id,level3_pathway_name,ko,ko_name,ko_des,ec
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9100,Metabolism,9102,Energy metabolism,190,Oxidative phosphorylation,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9164,Neurodegenerative disease,5012,Parkinson disease,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9164,Neurodegenerative disease,5014,Amyotrophic lateral sclerosis,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9164,Neurodegenerative disease,5020,Prion disease,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9150,Organismal Systems,9159,Environmental adaptation,4714,Thermogenesis,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9167,Endocrine and metabolic disease,4932,Non-alcoholic fatty liver disease,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9164,Neurodegenerative disease,5010,Alzheimer disease,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9161,Cancer: overview,5208,Chemical carcinogenesis - reactive oxygen species,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9166,Cardiovascular disease,5415,Diabetic cardiomyopathy,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9164,Neurodegenerative disease,5022,Pathways of neurodegeneration - multiple diseases,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9160,Human Diseases,9164,Neurodegenerative disease,5016,Huntington disease,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
g_00012,38.5665505,24.0284608,Cluster 5,Cluster 5,Cluster 5,Cluster 2,Cluster 1,0,0,P25284.2,"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor",49.589714,7.011237,7.778856,0.072895,0.52717,0.034289,0.057389,0.20499,0.065281,K03953,12,9150,Organismal Systems,9156,Nervous system,4723,Retrograde endocannabinoid signaling,K03953,NDUFA9,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,-
