"gene_id","tSNE1","tSNE2","DGI_label","DGI_sub_label","Kmeans_label","Kmeans_subcel_label","HC_label","Sig0alP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_00136",-38.5274990298611,-16.5629186996581,"Cluster 4","Cluster 4","Cluster 1","Cluster 1","Cluster 2",0,0,"Q9X6V6.1","RecName: Full=Endolytic peptidoglycan transglycosylase RlpA; AltName: Full=Rare lipoprotein A; Flags: Precursor",1.377793,1.583281,1.283156,66.66984,54.325566,48.706341,40.665949,43.684961,68.623955,"K03642",1,9190,"Not Included in Pathway or Brite",9193,"Unclassified: signaling and cellular processes",99992,"Structural proteins","K03642","rlpA","rare lipoprotein A","-"
"g_00204",-36.4957014188505,-28.2877617751967,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,0,"P44443.1","RecName: Full=Ribonuclease E; Short=RNase E",10.271324,10.823527,11.404685,85.302202,110.464281,62.512062,83.875939,83.958352,53.024601,"K08300",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3009,"Ribosome biogenesis","K08300","rne","ribonuclease E","[EC:3.1.26.12]"
"g_00204",-36.4957014188505,-28.2877617751967,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,0,"P44443.1","RecName: Full=Ribonuclease E; Short=RNase E",10.271324,10.823527,11.404685,85.302202,110.464281,62.512062,83.875939,83.958352,53.024601,"K08300",3,9120,"Genetic Information Processing",9123,"Folding, sorting and degradation",3018,"RNA degradation","K08300","rne","ribonuclease E","[EC:3.1.26.12]"
"g_00204",-36.4957014188505,-28.2877617751967,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,0,"P44443.1","RecName: Full=Ribonuclease E; Short=RNase E",10.271324,10.823527,11.404685,85.302202,110.464281,62.512062,83.875939,83.958352,53.024601,"K08300",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3019,"Messenger RNA biogenesis","K08300","rne","ribonuclease E","[EC:3.1.26.12]"
"g_00338",-51.6136472979595,-16.2122901776539,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,1,"Q9ZM68.1","RecName: Full=CDP-diacylglycerol--serine O-phosphatidyltransferase; AltName: Full=Phosphatidylserine synthase",5.201001,5.710297,7.06836,72.99804,73.533906,86.013799,72.758175,66.293281,88.100344,"K17103",2,9100,"Metabolism",9103,"Lipid metabolism",564,"Glycerophospholipid metabolism","K17103","CHO1, pssA","CDP-diacylglycerol---serine O-phosphatidyltransferase","[EC:2.7.8.8]"
"g_00338",-51.6136472979595,-16.2122901776539,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,1,"Q9ZM68.1","RecName: Full=CDP-diacylglycerol--serine O-phosphatidyltransferase; AltName: Full=Phosphatidylserine synthase",5.201001,5.710297,7.06836,72.99804,73.533906,86.013799,72.758175,66.293281,88.100344,"K17103",2,9100,"Metabolism",9105,"Amino acid metabolism",260,"Glycine, serine and threonine metabolism","K17103","CHO1, pssA","CDP-diacylglycerol---serine O-phosphatidyltransferase","[EC:2.7.8.8]"
"g_00438",-51.7490402560394,-9.41452102644744,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"Q9X6Y9.1","RecName: Full=4-hydroxy-tetrahydrodipicolinate reductase; Short=HTPA reductase",7.916765,10.736918,7.862981,134.398619,161.02028,169.357108,187.295614,146.997343,217.666467,"K00215",2,9100,"Metabolism",9105,"Amino acid metabolism",300,"Lysine biosynthesis","K00215","dapB","4-hydroxy-tetrahydrodipicolinate reductase","[EC:1.17.1.8]"
"g_00438",-51.7490402560394,-9.41452102644744,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"Q9X6Y9.1","RecName: Full=4-hydroxy-tetrahydrodipicolinate reductase; Short=HTPA reductase",7.916765,10.736918,7.862981,134.398619,161.02028,169.357108,187.295614,146.997343,217.666467,"K00215",2,9100,"Metabolism",9110,"Biosynthesis of other secondary metabolites",261,"Monobactam biosynthesis","K00215","dapB","4-hydroxy-tetrahydrodipicolinate reductase","[EC:1.17.1.8]"
"g_00442",-50.6165551991844,-5.64010938790133,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"Q7VY64.1","RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS >Q7W912.1 RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS >Q7WKF7.1 RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS",10.462502,12.314965,12.639905,282.201763,246.333195,265.723948,299.328463,192.086675,209.966771,"K01868",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3016,"Transfer RNA biogenesis","K01868","TARS, thrS","threonyl-tRNA synthetase","[EC:6.1.1.3]"
"g_00442",-50.6165551991844,-5.64010938790133,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"Q7VY64.1","RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS >Q7W912.1 RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS >Q7WKF7.1 RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS",10.462502,12.314965,12.639905,282.201763,246.333195,265.723948,299.328463,192.086675,209.966771,"K01868",3,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1007,"Amino acid related enzymes","K01868","TARS, thrS","threonyl-tRNA synthetase","[EC:6.1.1.3]"
"g_00442",-50.6165551991844,-5.64010938790133,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"Q7VY64.1","RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS >Q7W912.1 RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS >Q7WKF7.1 RecName: Full=Threonine--tRNA ligase; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS",10.462502,12.314965,12.639905,282.201763,246.333195,265.723948,299.328463,192.086675,209.966771,"K01868",3,9120,"Genetic Information Processing",9122,"Translation",970,"Aminoacyl-tRNA biosynthesis","K01868","TARS, thrS","threonyl-tRNA synthetase","[EC:6.1.1.3]"
"g_00495",-50.3887953470553,-9.38645055034065,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"D4GPW3.1","RecName: Full=Glucose import ATP-binding protein TsgD13",8.033281,10.537763,5.201494,178.845536,179.938306,207.155411,175.887078,157.902618,164.677491,"K02056",1,9180,"Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters","K02056","ABC.SS.A","simple sugar transport system ATP-binding protein","[EC:7.5.2.-]"
"g_00612",-38.9715775317766,-15.5950972927837,"Cluster 4","Cluster 4","Cluster 1","Cluster 1","Cluster 4",0,0,NA,NA,1.511816,1.162648,1.083318,52.284743,45.540373,58.76318,65.16692,57.649927,77.08462,"K07001",1,9190,"Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","K07001","K07001","NTE family protein","-"
"g_00619",-46.5422843743835,-21.9599848448122,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,0,"B7JDD6.1","RecName: Full=2-succinylbenzoate--CoA ligase; AltName: Full=o-succinylbenzoyl-CoA synthetase; Short=OSB-CoA synthetase",4.526259,4.246742,3.73274,79.170815,83.676813,77.61341,57.786408,83.01624,129.562239,"K00666",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1004,"Lipid biosynthesis proteins","K00666","K00666","fatty-acyl-CoA synthase","[EC:6.2.1.-]"
"g_00754",-52.0910817473243,0.728279632085384,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,0,"Q7VTD0.1","RecName: Full=50S ribosomal protein L2 >Q7W2F3.1 RecName: Full=50S ribosomal protein L2 >Q7WRC2.1 RecName: Full=50S ribosomal protein L2",56.831897,82.548998,100.365199,777.743543,1294.781504,437.889709,1043.912172,1170.770556,672.366423,"K02886",2,9120,"Genetic Information Processing",9122,"Translation",3010,"Ribosome","K02886","RP-L2, MRPL2, rplB","large subunit ribosomal protein L2","-"
"g_00754",-52.0910817473243,0.728279632085384,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,0,"Q7VTD0.1","RecName: Full=50S ribosomal protein L2 >Q7W2F3.1 RecName: Full=50S ribosomal protein L2 >Q7WRC2.1 RecName: Full=50S ribosomal protein L2",56.831897,82.548998,100.365199,777.743543,1294.781504,437.889709,1043.912172,1170.770556,672.366423,"K02886",2,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3011,"Ribosome","K02886","RP-L2, MRPL2, rplB","large subunit ribosomal protein L2","-"
"g_00895",-53.1254385069439,-6.79360255823666,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,1,"Q1R092.1","RecName: Full=Ketol-acid reductoisomerase (NADP(+)); Short=KARI; AltName: Full=Acetohydroxy-acid isomeroreductase; Short=AHIR; AltName: Full=Alpha-keto-beta-hydroxylacyl reductoisomerase; AltName: Full=Ketol-acid reductoisomerase type 1; AltName: Full=Ketol-acid reductoisomerase type I",17.465771,22.662533,16.993737,114.338552,544.628273,61.617065,83.448604,183.575058,71.036849,"K00053",2,9100,"Metabolism",9108,"Metabolism of cofactors and vitamins",770,"Pantothenate and CoA biosynthesis","K00053","ilvC","ketol-acid reductoisomerase","[EC:1.1.1.86]"
"g_00895",-53.1254385069439,-6.79360255823666,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 3",0,1,"Q1R092.1","RecName: Full=Ketol-acid reductoisomerase (NADP(+)); Short=KARI; AltName: Full=Acetohydroxy-acid isomeroreductase; Short=AHIR; AltName: Full=Alpha-keto-beta-hydroxylacyl reductoisomerase; AltName: Full=Ketol-acid reductoisomerase type 1; AltName: Full=Ketol-acid reductoisomerase type I",17.465771,22.662533,16.993737,114.338552,544.628273,61.617065,83.448604,183.575058,71.036849,"K00053",2,9100,"Metabolism",9105,"Amino acid metabolism",290,"Valine, leucine and isoleucine biosynthesis","K00053","ilvC","ketol-acid reductoisomerase","[EC:1.1.1.86]"
"g_01146",-40.7104248670502,-16.2237971400995,"Cluster 4","Cluster 4","Cluster 1","Cluster 1","Cluster 2",0,0,"P44573.1","RecName: Full=Oligopeptidase A",1.40867,1.274075,1.805609,75.46144,38.867142,105.621525,241.629934,175.801065,100.538319,"K01414",1,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01414","prlC","oligopeptidase A","[EC:3.4.24.70]"
"g_01262",-49.8002723883217,0.046474557722485,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"A9IIK3.1","RecName: Full=Probable cytosol aminopeptidase; AltName: Full=Leucine aminopeptidase; Short=LAP; AltName: Full=Leucyl aminopeptidase",20.259177,30.667724,19.41105,758.56321,733.468985,959.594098,731.495647,775.20191,1332.111131,"K01255",2,9100,"Metabolism",9106,"Metabolism of other amino acids",480,"Glutathione metabolism","K01255","CARP, pepA","leucyl aminopeptidase","[EC:3.4.11.1]"
"g_01262",-49.8002723883217,0.046474557722485,"Cluster 4","Cluster 4","Cluster 7","Cluster 1","Cluster 2",0,0,"A9IIK3.1","RecName: Full=Probable cytosol aminopeptidase; AltName: Full=Leucine aminopeptidase; Short=LAP; AltName: Full=Leucyl aminopeptidase",20.259177,30.667724,19.41105,758.56321,733.468985,959.594098,731.495647,775.20191,1332.111131,"K01255",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors","K01255","CARP, pepA","leucyl aminopeptidase","[EC:3.4.11.1]"
