"gene_id","tSNE1","tSNE2","DGI_label","DGI_sub_label","Kmeans_label","Kmeans_subcel_label","HC_label","Sig0alP","tmhmm","SwissProt_ID","SwissProt_Description","Blue1","Blue2","Blue3","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","query_ko","pathway_count","level1_pathway_id","level1_pathway_name","level2_pathway_id","level2_pathway_name","level3_pathway_id","level3_pathway_name","ko","ko_name","ko_des","ec"
"g_00159",-23.9134796044129,39.8162208505142,"Cluster 2","Cluster 2","Cluster 6","Cluster 6","Cluster 1",0,1,"B4YQU1.1","RecName: Full=Oleate hydroxylase FAH12; Short=CpFAH; Short=CpFAH12; AltName: Full=Oleate Delta(12)-hydroxylase",98.120839,55.150338,48.265598,0.24764,0.234867,1.879802,0.576609,0.903555,0.712882,"K10256",2,9180,"Brite Hierarchies",9181,"Protein families: metabolism",1004,"Lipid biosynthesis proteins","K10256","FAD2","omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase)","[EC:1.14.19.6 1.14.19.22]"
"g_00159",-23.9134796044129,39.8162208505142,"Cluster 2","Cluster 2","Cluster 6","Cluster 6","Cluster 1",0,1,"B4YQU1.1","RecName: Full=Oleate hydroxylase FAH12; Short=CpFAH; Short=CpFAH12; AltName: Full=Oleate Delta(12)-hydroxylase",98.120839,55.150338,48.265598,0.24764,0.234867,1.879802,0.576609,0.903555,0.712882,"K10256",2,9100,"Metabolism",9103,"Lipid metabolism",1040,"Biosynthesis of unsaturated fatty acids","K10256","FAD2","omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase)","[EC:1.14.19.6 1.14.19.22]"
"g_00216",-24.8395678634622,43.1746206059333,"Cluster 2","Cluster 2","Cluster 6","Cluster 6","Cluster 1",0,1,"F4P6T0.1","RecName: Full=Ubiquinol oxidase, mitochondrial; AltName: Full=Alternative oxidase; Flags: Precursor",81.395647,54.032105,65.262581,0.528547,0.685922,0.311613,9.694547,3.538802,0.333071,"K17893",1,9190,"Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","K17893","AOX1, AOX2","ubiquinol oxidase","[EC:1.10.3.11]"
"g_00303",-30.8880825124419,33.3845882876682,"Cluster 2","Cluster 2","Cluster 6","Cluster 2","Cluster 1",0,0,"Q5A220.3","RecName: Full=Repressor of filamentous growth 1",36.295747,70.747585,68.315266,0.072452,0.403889,0.120161,0.0638,0.20369,0.33403,"K09274",1,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors","K09274","K09274","HMG box factor, other","-"
"g_00407",-28.8765437027585,30.7252125635867,"Cluster 2","Cluster 2","Cluster 6","Cluster 2","Cluster 1",0,0,"Q2JQ88.1","RecName: Full=Urease subunit alpha; AltName: Full=Urea amidohydrolase subunit alpha",31.641042,58.389441,75.346255,0.093522,0.222563,1.435645,0.086146,0.505153,0.201957,"K01428",4,9100,"Metabolism",9111,"Xenobiotics biodegradation and metabolism",791,"Atrazine degradation","K01428","ureC","urease subunit alpha","[EC:3.5.1.5]"
"g_00407",-28.8765437027585,30.7252125635867,"Cluster 2","Cluster 2","Cluster 6","Cluster 2","Cluster 1",0,0,"Q2JQ88.1","RecName: Full=Urease subunit alpha; AltName: Full=Urea amidohydrolase subunit alpha",31.641042,58.389441,75.346255,0.093522,0.222563,1.435645,0.086146,0.505153,0.201957,"K01428",4,9100,"Metabolism",9105,"Amino acid metabolism",220,"Arginine biosynthesis","K01428","ureC","urease subunit alpha","[EC:3.5.1.5]"
"g_00407",-28.8765437027585,30.7252125635867,"Cluster 2","Cluster 2","Cluster 6","Cluster 2","Cluster 1",0,0,"Q2JQ88.1","RecName: Full=Urease subunit alpha; AltName: Full=Urea amidohydrolase subunit alpha",31.641042,58.389441,75.346255,0.093522,0.222563,1.435645,0.086146,0.505153,0.201957,"K01428",4,9100,"Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism","K01428","ureC","urease subunit alpha","[EC:3.5.1.5]"
"g_00407",-28.8765437027585,30.7252125635867,"Cluster 2","Cluster 2","Cluster 6","Cluster 2","Cluster 1",0,0,"Q2JQ88.1","RecName: Full=Urease subunit alpha; AltName: Full=Urea amidohydrolase subunit alpha",31.641042,58.389441,75.346255,0.093522,0.222563,1.435645,0.086146,0.505153,0.201957,"K01428",4,9160,"Human Diseases",9171,"Infectious disease: bacterial",5120,"Epithelial cell signaling in Helicobacter pylori infection","K01428","ureC","urease subunit alpha","[EC:3.5.1.5]"
"g_00443",-35.166295697625,41.2050388240606,"Cluster 2","Cluster 2","Cluster 2","Cluster 7","Cluster 1",0,0,"P41042.2","RecName: Full=40S ribosomal protein S4",420.259523,180.709039,197.882101,5.499343,3.725301,3.801896,62.652222,84.560858,8.161997,"K02987",3,9180,"Brite Hierarchies",9182,"Protein families: genetic information processing",3011,"Ribosome","K02987","RP-S4e, RPS4","small subunit ribosomal protein S4e","-"
"g_00443",-35.166295697625,41.2050388240606,"Cluster 2","Cluster 2","Cluster 2","Cluster 7","Cluster 1",0,0,"P41042.2","RecName: Full=40S ribosomal protein S4",420.259523,180.709039,197.882101,5.499343,3.725301,3.801896,62.652222,84.560858,8.161997,"K02987",3,9120,"Genetic Information Processing",9122,"Translation",3010,"Ribosome","K02987","RP-S4e, RPS4","small subunit ribosomal protein S4e","-"
